,likes_rank
2994,3
2995,1
2996,2
2997,1
2998,1
2999,1
3000,6
3001,1
3002,2
3003,2
3004,1
3005,1
3006,2
3007,1
3008,28
3009,1
3010,1
3011,1
3012,2
3013,4
3014,1
3015,1
3016,1
3017,4
3018,3
3019,1
3020,5
3021,1
3022,1
3023,1
3024,4
3025,2
3026,4
3027,2
3028,1
3029,1
3030,72
3031,9
3032,2
3033,1
3034,3
3035,2
3036,2
3037,4
3038,1
3039,1
3040,1
3041,2
3042,1
3043,1
3044,8
3045,1
3046,1
3047,1
3048,1
3049,1
3050,2
3051,1
3052,1
3053,2
3054,1
3055,226
3056,50
3057,1
3058,39
3059,2
3060,1
3061,105
3062,1
3063,1
3064,1
3065,1
3066,1
3067,59
3068,1
3069,1
3070,2
3071,1
3072,1
3073,1
3074,2
3075,2
3076,14
3077,1
3078,1
3079,2
3080,9
3081,44
3082,35
3083,1
3084,4
3085,1
3086,2
3087,1
3088,8
3089,108
3090,1
3091,111
3092,1
3093,1
3094,7
3095,1
3096,1
3097,26
3098,1
3099,2
3100,2
3101,114
3102,1
3103,1
3104,1
3105,3
3106,1
3107,1
3108,1
3109,1
3110,1
3111,1
3112,2
3113,1
3114,1
3115,1
3116,1
3117,1
3118,1
3119,1
3120,2
3121,7
3122,1
3123,3
3124,1
3125,9
3126,20
3127,5
3128,1
3129,1
3130,3
3131,3
3132,1
3133,2
3134,215
3135,4
3136,2
3137,2
3138,2
3139,1
3140,10
3141,2
3142,2
3143,1
3144,4
3145,1
3146,2
3147,1
3148,1
3149,1
3150,1
3151,1
3152,1
3153,2
3154,1
3155,1
3156,1
3157,182
3158,2
3159,1
3160,1
3161,2
3162,2
3163,1
3164,1
3165,2
3166,50
3167,1
3168,1
3169,23
3170,1
3171,1
3172,1
3173,1
3174,1
3175,1
3176,3
3177,1
3178,2
3179,2
3180,1
3181,2
3182,6
3183,7
3184,2
3185,1
3186,3
3187,3
3188,4
3189,1
3190,1
3191,3
3192,4
3193,1
3194,8
3195,1
3196,11
3197,1
3198,2
3199,1
3200,2
3201,1
3202,1
3203,1
3204,1
3205,3
3206,2
3207,1
3208,1
3209,1
3210,2
3211,1
3212,1
3213,12
3214,1
3215,1
3216,5
3217,1
3218,1
3219,2
3220,2
3221,1
3222,1
3223,1
3224,2
3225,6
3226,1
3227,1
3228,1
3229,1
3230,1
3231,1
3232,7
3233,1
3234,2
3235,1
3236,3
3237,1
3238,10
3239,1
3240,2
3241,1
3242,1
3243,1
3244,1
3245,1
3246,1
3247,1
3248,2
3249,377
3250,1
3251,27
3252,1
3253,1
3254,20
3255,6
3256,1
3257,1
3258,1
3259,23
3260,1
3261,1
3262,1
3263,1
3264,72
3265,5
3266,1
3267,12
3268,3
3269,1
3270,1
3271,10
3272,1
3273,1
3274,1
3275,1
3276,1
3277,1
3278,1
3279,1
3280,1
3281,4
3282,6
3283,1
3284,1
3285,1
3286,1
3287,1
3288,1
3289,1
3290,1
3291,1
3292,2
3293,1
3294,1
3295,1
3296,1
3297,2
3298,3
3299,4
3300,1
3301,4
3302,11
3303,1
3304,1
3305,2
3306,1
3307,1
3308,7
3309,11
3310,1
3311,4
3312,11
3313,6
3314,1
3315,1
3316,23
3317,1
3318,1
3319,1
3320,1
3321,2
3322,1
3323,1
3324,1
3325,1
3326,1
3327,1
3328,1
3329,1
3330,1
3331,1
3332,1
3333,1
3334,11
3335,1
3336,1
3337,31
3338,30
3339,1
3340,12
3341,1
3342,32
3343,2
3344,1
3345,1
3346,2
3347,1
3348,3
3349,1
3350,1
3351,1
3352,8
3353,7
3354,10
3355,1
3356,1
3357,1
3358,2
3359,1
3360,1
3361,1
3362,1
3363,2
3364,1
3365,1
3366,1
3367,1
3368,3
3369,1
3370,1
3371,1
3372,1
3373,1
3374,6
3375,2
3376,1
3377,1
3378,1
3379,1
3380,1
3381,2
3382,1
3383,17
3384,2
3385,1
3386,1
3387,1
3388,1
3389,1
3390,1
3391,1
3392,1
3393,6
3394,2
3395,1
3396,4
3397,1
3398,10
3399,12
3400,21
3401,1
3402,1
3403,1
3404,62
3405,1
3406,2
3407,1
3408,1
3409,2
3410,36
3411,1
3412,1
3413,1
3414,4
3415,1
3416,2
3417,1
3418,9
3419,1
3420,1
3421,1
3422,1
3423,1
3424,10
3425,3
3426,1
3427,1
3428,1
3429,15
3430,37
3431,35
3432,1
3433,1
3434,1
3435,16
3436,2
3437,1
3438,1
3439,1
3440,3
3441,1
3442,1
3443,1
3444,149
3445,3
3446,1
3447,17
3448,8
3449,1
3450,4
3451,1
3452,7
3453,1
3454,3
3455,1
3456,4
3457,2
3458,1
3459,1
3460,1
3461,1
3462,1
3463,1
3464,1
3465,1
3466,1
3467,1
3468,1
3469,1
3470,1
3471,1
3472,12
3473,1
3474,1
3475,7
3476,9
3477,6
3478,1
3479,188
3480,23
3481,1
3482,1
3483,3
3484,1
3485,1
3486,2
3487,1
3488,6
3489,1
3490,1
3491,4
3492,1
3493,1
3494,1
3495,2
3496,1
3497,1
3498,2
3499,8
3500,2
3501,1
3502,1
3503,1
3504,1
3505,1
3506,1
3507,1
3508,1
3509,14
3510,1
3511,1
3512,1
3513,1
3514,2
3515,1
3516,6
3517,1
3518,1
3519,1
3520,1
3521,7
3522,1
3523,1
3524,1
3525,9
3526,4
3527,121
3528,1
3529,9
3530,8
3531,5
3532,20
3533,4
3534,27
3535,1
3536,23
3537,40
3538,167
3539,2
3540,31
3541,44
3542,2
3543,1
3544,71
3545,7
3546,7
3547,2
3548,6
3549,31
3550,7
3551,35
3552,57
3553,9
3554,2
3555,19
3556,17
3557,2
3558,28
3559,1
3560,2
3561,1
3562,1
3563,3
3564,7
3565,1
3566,21
3567,1
3568,10
3569,37
3570,8
3571,67
3572,29
3573,9
3574,8
3575,19
3576,2
3577,818
3578,11
3579,6
3580,9
3581,6
3582,17
3583,54
3584,21
3585,3
3586,1
3587,25
3588,9
3589,5
3590,133
3591,1
3592,4
3593,6
3594,37
3595,2
3596,5
3597,37
3598,19
3599,48
3600,10
3601,2
3602,23
3603,7
3604,7
3605,18
3606,13
3607,20
3608,170
3609,1
3610,4
3611,2
3612,3
3613,17
3614,1
3615,5
3616,2
3617,99
3618,5
3619,60
3620,11
3621,10
3622,1
3623,59
3624,2
3625,11
3626,9
3627,3
3628,11
3629,295
3630,56
3631,2
3632,71
3633,25
3634,5
3635,3
3636,2
3637,7
3638,2
3639,68
3640,1
3641,6
3642,63
3643,3
3644,3
3645,1
3646,5
3647,1
3648,7
3649,2
3650,42
3651,21
3652,10
3653,6
3654,1
3655,1
3656,12
3657,1
3658,11
3659,10
3660,5
3661,19
3662,16
3663,85
3664,27
3665,1
3666,2
3667,2
3668,2
3669,1
3670,13
3671,6
3672,1
3673,172
3674,19
3675,20
3676,3
3677,2
3678,1
3679,4
3680,2
3681,10
3682,5
3683,4
3684,1
3685,1
3686,6
3687,1
3688,3
3689,2
3690,1
3691,1
3692,1
3693,1
3694,16
3695,21
3696,1
3697,292
3698,22
3699,1
3700,2
3701,1
3702,3
3703,97
3704,45
3705,1
3706,4
3707,1
3708,5
3709,5
3710,2
3711,4
3712,1
3713,3
3714,7
3715,1
3716,10
3717,4
3718,2
3719,9
3720,7
3721,7
3722,74
3723,665
3724,25
3725,61
3726,5
3727,1
3728,6
3729,14
3730,2
3731,18
3732,1
3733,3
3734,2
3735,7
3736,2
3737,2
3738,1
3739,2
3740,27
3741,60
3742,29
3743,24
3744,8
3745,14
3746,10
3747,2
3748,7
3749,20
3750,158
3751,9
3752,8
3753,3
3754,4
3755,2
3756,7
3757,46
3758,31
3759,13
3760,3
3761,3
3762,10
3763,46
3764,5
3765,4
3766,33
3767,38
3768,19
3769,38
3770,8
3771,6
3772,2
3773,19
3774,37
3775,2
3776,61
3777,13
3778,2
3779,79
3780,1
3781,1
3782,1
3783,3
3784,2
3785,13
3786,5
3787,2
3788,1
3789,25
3790,1
3791,1
3792,3
3793,6
3794,1
3795,1
3796,4
3797,1
3798,77
3799,129
3800,10
3801,4
3802,1
3803,1
3804,57
3805,1
3806,1
3807,1
3808,3
3809,1
3810,1
3811,1
3812,15
3813,1
3814,1
3815,1
3816,140
3817,7
3818,47
3819,1
3820,1
3821,1
3822,1
3823,2
3824,1
3825,1
3826,1
3827,1
3828,28
3829,1
3830,1
3831,1
3832,2
3833,1
3834,1
3835,1
3836,1
3837,2
3838,1
3839,1
3840,2
3841,1
3842,1
3843,2
3844,1
3845,36
3846,1
3847,1
3848,2
3849,1
3850,1
3851,1
3852,1
3853,1
3854,1
3855,1
3856,1
3857,1
3858,1
3859,35
3860,1
3861,1
3862,1
3863,1
3864,1
3865,1
3866,1
3867,1
3868,1
3869,1
3870,2
3871,36
3872,1
3873,1
3874,1
3875,1
3876,4
3877,1
3878,1
3879,2
3880,2
3881,1
3882,1
3883,7
3884,1
3885,1
3886,1
3887,1
3888,1
3889,6
3890,1
3891,1
3892,1
3893,1
3894,1
3895,1
3896,2
3897,1
3898,1
3899,1
3900,1
3901,1
3902,1
3903,1
3904,1
3905,1
3906,1
3907,1
3908,1
3909,1
3910,1
3911,1
3912,1
3913,1
3914,2
3915,1
3916,1
3917,1
3918,1
3919,1
3920,1
3921,1
3922,1
3923,1
3924,1
3925,1
3926,1
3927,1
3928,1
3929,1
3930,1
3931,1
3932,1
3933,1
3934,1
3935,1
3936,1
3937,1
3938,1
3939,1
3940,1
3941,55
3942,1
3943,1
3944,2
3945,1
3946,1
3947,1
3948,1
3949,1
3950,1
3951,1
3952,1
3953,1
3954,1
3955,1
3956,1
3957,1
3958,1
3959,1
3960,1
3961,1
3962,1
3963,1
3964,1
3965,1
3966,1
3967,47
3968,1
3969,1
3970,1
3971,1
3972,1
3973,1
3974,1
3975,1
3976,1
3977,6
3978,61
3979,3
3980,143
3981,1
3982,16
3983,13
3984,1
3985,1
3986,38
3987,33
3988,1
3989,1
3990,51
3991,15
3992,67
3993,10
3994,1
3995,1
3996,5
3997,4
3998,1
3999,1
4000,9
4001,3
4002,16
4003,132
4004,98
4005,1
4006,5
4007,3
4008,1
4009,5
4010,6
4011,16
4012,1
4013,26
4014,645
4015,1
4016,82
4017,8
4018,534
4019,109
4020,1
4021,1
4022,1
4023,1
4024,104
4025,1
4026,1
4027,1
4028,1
4029,1
4030,1
4031,1
4032,1
4033,1
4034,1
4035,1
4036,1
4037,1
4038,1
4039,1
4040,1
4041,1
4042,2
4043,2
4044,1
4045,1
4046,1
4047,1
4048,1
4049,1
4050,1
4051,1
4052,1
4053,2
4054,1
